text,s_palak_label,s_ben_label,p_palak_label,p_ben_label
"Why bother? Too many have been destroyed already for this technique to be useful. A new election with Voter ID in full and checked against proper lists (and all new voters are provisional with extra checks) may be the only way to get it done! Put military in every polling place with a diverse selection of soldiers, armed.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"""THE PLAN"" HAD BETTER WORK QUICK OR WE WILL DEAL WITH THIS CRAP WITH M-4S AND ARS!!!",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Awesome,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Great video,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Yes it will!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"a href=""/profile/JennaEllisEsq/posts"" class=""at"">@JennaEllisEsq</a> <a href=""/profile/RudyG/posts"" class=""at"">@RudyG</a> <a href=""/profile/SidneyPowell/posts"" class=""at"">@SidneyPowell</a> <a href=""/profile/GenFlynn/posts"" class=""at"">@GenFlynn</a> CHEATERS GONNA CHEAT!WHAT A WASTE OF TIME AND MONEY! #ElectionFraud #stopthesteal #INSURRECTIONACT <a href=""/profile/POTUS/posts"" class=""at"">@POTUS</a> #GITMO #JAG #Cou",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Great movie,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Sadly disappointed over Scott's position on the election and fraud. Justice for voters ignored.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"The American system of government is totally inadequate to the task—and it’s getting worse every year, with an immoral populace and seditious elected representatives. If you begged, maybe some European country would let you have a monarch, idk.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Clearly not a secure election once again.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Thanks to President Trump America 🇺🇸 is becoming great again!!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
biden is so full of shit,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
I am so disappointed. 😔,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Freedom of speech , of thought! This made our country the greatest in the world!",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Keep the videos flowing! Stand strong fellow Americans!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
BEAUTIFUL 🇺🇸🙏🏻🙏🏻😍,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Hearing that most politicians are now entering basement tunnels? Have no clue where that is just passing along info as I get it,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Can we just get through this without any funny business? #georgiaelections,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Love this!! Thank you Patriots!!! 🇺🇸🇺🇸🇺🇸🇺🇸,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
The Democratic Party does whatever they want and nothing is ever done about it. There scum and are destroying our country,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"You guys suck and are fuckin clueless about thepulse of the people. We are sick of the bullshit you and the rest of the lamestream media are responsible. It includes <a href=""/profile/FoxNewsSunday/posts"" class=""at"">@FoxNewsSunday</a> ans Neil Cuvatto. The CivilWarhas begun and you fuckers are clueless",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
I agree..,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Beautiful!!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Abba Father... Been laid up for a few days... Strength is returning....The Joy of You revitalize me... On my sick bed....Yeshua... Thank You...🙏🙏,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
Worth the time to listen..,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"How many of you dumb ass #trump supporters bought a #MyPillow haha you’re so stupid, you got caught in the grift! Hahahah",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Hi Coralink! Great to catchup here!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Thank you for telling the truth, Rep. Jordan. Please primary Rob Portman; you can win. We love you in Ohio.",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
We are supposed to believe (based on this tweet and perceived evidence) that Pelosi's office was vandalized and this folder was left...#vaccines#pennsylvania#katebrown#2020election#electoralcollegevote#electoralcollege#portland#nevada#newyork#washingtonstate,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
George soros looks happy about the current situation.....,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Today, a great concept in people governing themselves was crippled and brought to its knees.",OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
"May God continue to bless you, your family and our great country.",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
The Power of Truth is a beautiful thing! I love this! Somehow you always manage to make me laugh in the worst of times! Thank you! 😂😂😂🙏🕊❤️4🤍5💙🕊🙏,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Very offensive traitor,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Proud Boys are anti vaccinations, anti covid vaccine, anti lockdowns and anti plandemic, masks, everything. They are pro USA, family and for the safety of children and citisens. Lets honour them with a huge echo and follow me to join them as i will bring up more of these videos here, live. I know a lot of you wanted to be here.",OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
I’m sorry but that’s HILARIOUS !!!!!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Keep on fighting with these courageous Patriots! Never give up fighting for Free America!,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
"It did not just happen....the left wing idiots are the result of neglect. Stop the ""it isnt my responsibility"" bull shit",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Fucking retard RYAN. Anyone caught in shaky fraudulent deals like this BASTARD is should lose their pensions. 👎💥💥💥💥💥💥💥💥💥💥🇺🇸,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Good Morning Patriots, today is the beginning of greatness. Today will be the start of the best is yet to come. Either Pence does his job, or he gets arrested for Treason, we win both ways, do not worry. we win no matter what.",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
God bless,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Make her famous!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Let’s laugh through this! Trust the plan!!!! I’ll hold space for you until you do.,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
Interesting...,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Sick bastard,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Krysten Clarke’s PR stunt already off to a bad start...Lol I don’t know who the fuck she’s suing. But it’s not us.,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
This is sickening,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Congratulations...to the President Of United States Of China!!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Please watch! Very important 🙏🏻🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
Very proud of all the people that today show up and fight for America,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Vernon is a great man and a Patriot.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Big tech is at it again.Please echo if you can see this post.Thank you!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Congress Women Boebert is an American Hero!!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"I strongly suspect that the majority of the medical community is in on the scamdemic because there is money tied to it. That may be why the flu disappeared. If patients are diagnosed with COVID19, admitted for it, or ventillated for it, government money is sprinkled on the medical facility/organization testing or providing ""treatment"". Just follow the money-brick road...",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Fox News is dead,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Patriot,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Where is the outrage for the young unarmed female killed today by law enforcement? #herlifedontmatter Don’t fit the agenda. Smh :( R.I.P. patriot Hypocrisy HER LIFE MATTERS!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Thank You, G-d Bless You snd G-d Speed🙏👍❤️👏🇺🇸😀🎉🗽😍🎆🍾🍷",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
McConnell by not admitting their was voter fraud you were dumb enough to let it happen again to get yourself booted from your position. What a disgrace.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
This is disgusting on every level...,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Listen, if there is even 1 vote that is wrong, this election should be looked into. Very disappointed in #lindseygraham",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Same old same’O mess! 😡🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
EXCELLENT JOB BOYS!!!! 🙌🏻👏🏻👏🏻👏🏻,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Odd no one shot any Black Lives Matter no tv covers terrible riots by BLM . Unfair coverage! Terrible,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Nice!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"When WE scream ""F these elections"", that is NOT what we mean...",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
you gotta love this woman..!,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
Gotta break & have a good laugh 😂😂😂,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
The fraudulent election is in progress! DemonRats going for the steal again! Totally DESPICABLE AND DISGUSTING!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Mr. Bean is a Patriot!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
The time for civil debate may be over in DC. People are sick and tired of the talking heads. If it's a war between patriots and criminals on the hill then so be it.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Well said! America loves you girl!!! Keep on keepin’ on! I hope to vote for you—one day!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
This is not acceptable!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Good man! Give'um hell tomorrow!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
American Strong,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Bastards.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Pure gold,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Thank you to everyone who's sent their support. God bless you all.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Beautiful Sight🙏🇺🇸🙏,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Great idea!! 👏👏👏,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
This is the People'shouse!,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
"A lot of State GOP's - such as <a href=""/profile/MassGOP/posts"" class=""at"">@MassGOP</a> - are now in the #ElectionFraud business begging for $$$These scumbags DID #ElectionFraud against great candidates in COLLUSION w DemocratsThe Establishment is ONE.DO NOT GIVE THEM ONE PENNEY! Get wise in 2021, or suffer even more.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Something big this way comes Tomorrow!!,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
"What happened to protect the country from foreign and ""domestic"". Voting process is crooked.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Excellent!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"I lost some respect for Rand Paul. He said on Fox News that Congress doesn’t have the right to change the election result.He obviously doesn’t know anything about the electoral college or the point of even objecting at all as a process.He said the states must do that.Um they did Sen. Paul, they sent you dueling electors for a reason.Do you need to call them? So stupid",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Soros loved 1938. He knows the game.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Would love to hear from Flynn soon,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
That is bullshit and if people let this be there all stupid,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
We have no voice,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
INSANITY.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Hordes of Protesters are streaming peacefully into the CAPITAL building ... Truly remarkable Day made.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"No dignity, no moral and no soul. This b-word is an absolute disgrace.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Rap song by an Ethiopian-born new American citizen, who said he fled Marxism in Ethiopia - and sees it happening here now.Beautiful song",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Always!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
And fox news says trump said deploy LMAO ... fox is screwed,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Trump slams his VP, says Pence ‘didn’t have the courage' to decertify results of presidential election | Fox News",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Old news already! This is over! No law and order!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
GIVING THE BEST OF YOU! ❤️,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Thank you for standing up for me and our country!!!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Heroes,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
This shit is ridiculous..🤮🤮🤮🤢,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Not only very well done,......but true",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"a href=""/profile/epochtimes/posts"" class=""at"">@epochtimes</a>All the ballots in Georgia needs to be checked by Mr Pulitzer, what is wrong with that if everything is above board 🤔",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Fabulous. Beautiful. Love It.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"a href=""/profile/YOUGUYSLOST/posts"" class=""at"">@YOUGUYSLOST</a> a very stupid liberal troll",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
NYSE Abruptly Reverses Plan to Delist Three Chinese Telecoms - Bloomberg,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"The Supreme Court is entirely to blame for this. They failed the people in executing due process as outlined in our Constitution. If they had done their job no matter how they ruled, this would have been avoided. It's the denial of due process, loss of trust in our institutions and the rule of law that led us here.",OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
"At my precinct there was a man standing at the doorway of voting machine room, who told me to turn off my phone.......I thought that odd! The usual form that I fill out and sign before voting, wasn’t offered. The female poll worker who took my ID, looked me up in system, had me sign with a small, digital screen with a stylus....I can assure you, that my penned signature would not match with digital one. The Georgia election was definitely stolen again! My sixth sense expected as much, since domination voting systems were used again! We have ZERO GOP leadership in the state of Georgia, because our “Gov” & “SOS” are NOT WHO THEY APPEAR TO BE! Where’s the petition to recall these two fools.....🤬🤮",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Awesome! Good to see some gonadal fortitude for once!🇺🇸,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Fake,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
#parler having all sorts of technical and network errors. The weight of the truth is crushing...,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
If you believe we’re going to take back this country peacefully you’re delusional.. What do people not understand about how corrupted our government is? These people just stole an election and I’m being told to believe in the process? The entirety of the process is broken. Are these people spewing this garbage living under a rock?,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"MAKE THIS GO VIRAL! THE LIBERAL DOUBLE STANDARD IS DISGUSTING! <a href=""/profile/thescoop/posts"" class=""at""><a href=""/profile/thescoop/posts"" class=""at"">@thescoop</a></a",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
this is great,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
You’ve exactly right 😤😤😤😤,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
It's getting real ugly out there. DC has been infiltrated & compromised. Welcome to Libtard Hell.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Yes!!!! Great Idea,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
This is the Precipice....If the GOP had won these seats they could have been satisfied with that and not stood up for Trump. Now they either support him or they are wiped out as well.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
I'm sorry. At the end there...You misspelled TREASON❗❗...,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Sorry President Chum,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Exactly true. The democrats live inside their own mindset.....,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Absolutely true that,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
I can't sleep. Every time I shut my eyes they pop right back open. Damn - I love it!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Because it worked the last time and they Kemp/Raffensberger will do nothing.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
People power!!!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Mike Pence proved you right Lin!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Burn CNN down,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"So, talk is cheap! TIME TO DO SOMETHING ABOUT IT!!! I guess we ARE that stupid if we keep allowing this shit!!!",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Beautiful !!👏👏👏👏👏👏😂😂😂😂,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
I love this,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
He deserves NO support from any New Yorker!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Something cool totally non-political.1948, my dad‘s 11th birthday. ❤️❤️❤️",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
yes,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Murderers! This is worse than we could ever have imagined!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Time for a new party and dump the RINO’s,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Thank you Red Blooded American Patriots🇺🇸❤🇺🇸!!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
