text,s_palak_label,s_ben_label
McConnell & Schumer are WASTING the two hours the Senate has to deliberate rejecting Arizona’s Electoral College results.The Fix Is In!We are at War. Take no Prisoners.,OPINIONATED,NEUTRAL
ACCURATE!,OPINIONATED,OPINIONATED
"Oh, its way too late.The FBI are the secret police and not to be trusted.Do not help them.Do not talk to them.",OPINIONATED,OPINIONATED
Don’t be intimidated!!,OPINIONATED,OPINIONATED
"Patriots watch your backs and heads those bricks weren't put there for construction, antifa and BLM plan on throwing them at people and other things.please be careful and protect each other.",NEUTRAL,NEUTRAL
To sick for word's.,OPINIONATED,OPINIONATED
She put her money on it because it is rigged.,NEUTRAL,OPINIONATED
Wth,NEUTRAL,NEUTRAL
About right,OPINIONATED,OPINIONATED
"PLEASE GET THIS POST TO GO VIRAL, GET THIS POST ON ALL PLATFORMS, GET THIS POST TO LOCAL TV STATIONS, GET THIS POST TO OANN, AND NEWS MAX. ANY OTHER NATIONAL NEWS STATION IS NOT RELIABLE!!! ALL PATRIOTS ECHO THIS POST 50 TIMES",OPINIONATED,OPINIONATED
Of course payrolls declined in December. Small businesses have zero confidence in Biden. He hasn't even been inaugurated and we are heading into a recession.No way America elected this fool!,OPINIONATED,OPINIONATED
"Kimberly Guilfoyle: President Donald Trump has been the most transformative, impactful president this incredible country has ever seen",OPINIONATED,OPINIONATED
One person here in Atlanta for whom we can be proud. Great courage at this time.,OPINIONATED,OPINIONATED
"What the fuck, <a href=""/profile/parler/posts"" class=""at"">@parler</a>How come I can’t open or respond to any posts?!",OPINIONATED,OPINIONATED
What we have here is a massive coordinated “Jussie Smollet” type hoax. Fake phony fraudulent.,OPINIONATED,OPINIONATED
Well that's just awkward for #QAnon,OPINIONATED,OPINIONATED
Nice.,OPINIONATED,OPINIONATED
"RIGGED: Michigan print shop created fake ballots for Pennsylvania, other swing states – NaturalNews.com",OPINIONATED,OPINIONATED
What about bricks? Your a bunch of assholes !!!! I’m starting to lose faith in the police too,OPINIONATED,OPINIONATED
"I am sorry I wanted to believe. But what happened but what happened in Georgia tonight, I've lost all faith. I am disgusted. I think the country is done.",OPINIONATED,OPINIONATED
Great idea...make it so.,OPINIONATED,OPINIONATED
Highly Recommend Read Nations in Action Press Release on Obama and Italy’s involvement in US election fraud,OPINIONATED,OPINIONATED
Patriot girl shot.,NEUTRAL,NEUTRAL
Link doesn't work.,OPINIONATED,OPINIONATED
Well Done!!!!,OPINIONATED,OPINIONATED
"I wonder when the GA election officials told the SHRED IT truck to come in the morning?Face it people .... the DemocRATs stole this one like they stole the rest!We never had a chance. As proof, they even put Ruby and her “baby” to work the polls and count the votes AGAIN! Anyone need more than that?",OPINIONATED,OPINIONATED
So true!!IN GOD WE TRUST! No matter what!!!,OPINIONATED,OPINIONATED
"Third Party option, now! Fuck the Establishment!",NEUTRAL,OPINIONATED
This is bullshit,OPINIONATED,OPINIONATED
"GODSPEED AND GOD BLESS!!ASHLI BABBIT YOU WERE, ARE, AND WILL FOREVER BE IN OUR HEARTS AS AN AMERICAN HERO !!!!THANK YOU FOR REPRESENTING MY FAMILY. PEACE BE WITH YOU!!",OPINIONATED,OPINIONATED
THEY ARE ALL OVER THE CAPITAL.THE HOUSE IS NOW IN RECESS!,NEUTRAL,OPINIONATED
It’s up to us. We own this.,OPINIONATED,OPINIONATED
"‪On @seanhannity with guest host <a href=""/profile/HeyTammyBruce/posts"" class=""at"">@HeyTammyBruce</a>: @mschlapp and @larryelder discuss today's D.C protest. The media words ""mostly peaceful"" are suddenly no where to be found. Suddenly, ""defunding the police"" looks a lot less appealing.‬‪#CapitolHill ‬",OPINIONATED,NEUTRAL
GOOD LUCK TOMORROW TO ALL OUR AMERICAN FELLOWS! 🇬🇧❤️🇺🇸,OPINIONATED,OPINIONATED
Run pieces of shit!,OPINIONATED,NEUTRAL
Mike Pence will be America’s greatest hero or greatest villain after today.,OPINIONATED,OPINIONATED
We can make lame flyers too.,OPINIONATED,OPINIONATED
JFC we have the dumbest Governor in the nation. Issued after 1800 🤦🏻‍♂️,OPINIONATED,NEUTRAL
Homeschooling is the best anyway. Tell him we love him.,OPINIONATED,OPINIONATED
Hospitals in Broward & Dade County ......hospitals empty......no funerals....this is a shitshow,OPINIONATED,OPINIONATED
Pence is a coward!!!,OPINIONATED,OPINIONATED
Double standard bullshit.,OPINIONATED,NEUTRAL
"Florida Gov. Ron DeSantis:""I can tell you as this pandemic has worn on, the number of times someone has come up to me with tears in their eyes saying, 'if it wasn’t for you my kid would not be in school and I would not have my job, thank you.' That is why I’m in this job.""",NEUTRAL,NEUTRAL
Not unexpected... her “pledge” sounded like a last ditch effort!,OPINIONATED,OPINIONATED
Love you Dear President,OPINIONATED,OPINIONATED
What the sate gonna do about it!’,NEUTRAL,NEUTRAL
Ruby Freeman and those around her never checked a single envelope. They cut them open and threw them in the trash. No verification whatsoever!,OPINIONATED,OPINIONATED
Love it hi buddie be safe 🇺🇸🇺🇸❤️❤️,OPINIONATED,OPINIONATED
It’s the color Revolution!,OPINIONATED,OPINIONATED
THIS IS INSANITY!!!!!W A R👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼,NEUTRAL,OPINIONATED
Georgia. Look Familiar??,NEUTRAL,NEUTRAL
Thank you #michigan this is God’s country,OPINIONATED,OPINIONATED
Do your damn job Pence or don’t... either way... we are locked an loaded. I am sick of the sycophants,OPINIONATED,OPINIONATED
Nice....,OPINIONATED,OPINIONATED
Great!!!,OPINIONATED,OPINIONATED
"Election unfair it makes me sick! Again, you stole it you sick mothafucking Democrats.",OPINIONATED,OPINIONATED
Fantastic.,OPINIONATED,OPINIONATED
Obama with Ministry of Italy plotted against our election! Listen!!! Full recording!,NEUTRAL,NEUTRAL
Thank you Gabriella for this post.,OPINIONATED,OPINIONATED
Wow an amazing amount of peaceful patriots,OPINIONATED,OPINIONATED
"Not sure where the entrance to the Ellipse is, but there are lines of Patriots everywhere ready to rally! I feel so blessed to be here.",OPINIONATED,OPINIONATED
Nice!,OPINIONATED,OPINIONATED
Actually genius!,OPINIONATED,OPINIONATED
"BRAZEN FRAUD RIGHT BEFORE YOUR EYES (32,400 VOTES FOR PERDUE DELETED!) AND THE MEDIA WILL TELL YOU THAT THERE ARE NO VALID CLAIMS OF ELECTION FRAUD!! BS!#STOPTHESTEAL#DRAINTHESWAMP#wakeupamerica#maga2020#kag#teamtrump#georgia#georgiarunoff",OPINIONATED,OPINIONATED
#8 MOST VIEWED ON CGN EXCLUSIVE: Eyewitness Says “Man in Suit” Killed Capitol Hill Shooting Victim,NEUTRAL,NEUTRAL
Thanks I am glad to meet you all and to share trenches with y’all!,OPINIONATED,OPINIONATED
"A very handy write-up of an extremely compelling analysis of world events: that of Catherine Austin Fitts, who was the number two in housing policy under Reagan.",OPINIONATED,OPINIONATED
AZ BLM!,NEUTRAL,NEUTRAL
Solid,OPINIONATED,OPINIONATED
WE ARE READY!!!!!,OPINIONATED,OPINIONATED
No surprise. This insider trading RINO is very predictable.,OPINIONATED,OPINIONATED
sounded good,OPINIONATED,OPINIONATED
Waste of our tax dollar Unless it for her and aocunt,OPINIONATED,OPINIONATED
Wow! Doing it again!,OPINIONATED,OPINIONATED
Thank you! Please echo and follow President’s biggest fan page on Parler,OPINIONATED,OPINIONATED
let's make this go viral by tomorrow,NEUTRAL,NEUTRAL
She is damn good ! Praise her !,OPINIONATED,OPINIONATED
MSM and other useful idiots will never admit it was Antifa. It was entirely staged to make Trump look bad.,OPINIONATED,OPINIONATED
Rep. Crenshaw Wrecks AOC: She Embodies 'Worst Stereotypes of the Millennial Generation',OPINIONATED,OPINIONATED
Yes! Prosecute them to the “Fullest extent of the law”,NEUTRAL,NEUTRAL
"THIS IS WHAT DEMOCRATS DO,but watch HOW BAD they will say TRUMP SUPPORTERS ARE.THE FED's SHOT AN INNOCENT WOMAN and possibly another,and CNN will say we are TERRORISTS..yet all SUMMER LONG BLM and ANTIFA BURNS down CITIES and NO POLICE! #riots #colorrevolution #newworldorder #TRUMP #cdc #hunting #guns #economics #crossfit #mma #cfr #bis #fitness #worldgovernment #AGENDA2030 #unitednations#4x4 #fitnessmodel #LOVE #thestorm #joebiden #qanon #ANTIFA #trump2020 #hunterbiden #Q",OPINIONATED,OPINIONATED
This is big!,OPINIONATED,OPINIONATED
Knew this was rigged again from the start!!DEMAND AN ENTIRE MANUAL RECOUNT!,OPINIONATED,OPINIONATED
Thank you Mr. President!,OPINIONATED,OPINIONATED
"""Marjorie Taylor Greene Flag of United States @Name Hidden I will still object to fraudulent electoral votes. "" it's just now being banned from Twitter!Despicable violence committed by fringe agitators will not silence my voice or derail the Constitutional process that Congress must complete.It’s our duty as members of the People’s House to ensure election integrity.",NEUTRAL,NEUTRAL
Absolutely each and every day 👍,OPINIONATED,OPINIONATED
COWARDS!,OPINIONATED,OPINIONATED
"The reset will not be good, serious folks, caravans are on their way, massive amounts of money stolen from our country by Obama, redistributing it to all participating in stealing our country!",NEUTRAL,OPINIONATED
Lindsey you're a public international embarrassment. Bitch,OPINIONATED,OPINIONATED
I’m saddened by Kelly Loeffler’s loss. I’m confused by false anbetvitme,OPINIONATED,NEUTRAL
"Halperin is a shit clown <a href=""/profile/newsmaxtv/posts"" class=""at"">@newsmaxtv</a> . That clown must truly live in a bubble. Disgraceful",OPINIONATED,OPINIONATED
The woman that was shot by Capitol Police has passed away. May she Rest in Peace!The Shooter needs to be prosecuted for Murder!!! @Name Hidden</span,NEUTRAL,NEUTRAL
Well worth the watch!,OPINIONATED,OPINIONATED
Both Lin Wood's Twitter accounts now permanently suspendedProfile / Twitter,OPINIONATED,OPINIONATED
Looks it's gonna be a lot of fun,OPINIONATED,OPINIONATED
Shawn is a loyal patriot to his our REPUBLIC!,OPINIONATED,OPINIONATED
One of my favorites,OPINIONATED,OPINIONATED
Keep protecting our country. God loves the United States. Pray for our wonderful President and our country.,OPINIONATED,OPINIONATED
Complete bullshit,OPINIONATED,OPINIONATED
Sharpton is as non-partisan as lions are vegetarians,NEUTRAL,NEUTRAL
"Thank you, Mr. President.",OPINIONATED,OPINIONATED
"""We Will TRIUMPH""",OPINIONATED,OPINIONATED
Yes I stand with Themis great man,OPINIONATED,OPINIONATED
Maybe we should've dragged them out by their ears instead. Illegitimate.,OPINIONATED,OPINIONATED
Cool!,OPINIONATED,OPINIONATED
She’s an idiot!,OPINIONATED,OPINIONATED
"Lord, my joy is found in you. You are my salvation and my strength. I pray that you would fill me with incredible hope in your goodness, grace and sovereignty over all things. Help me fix my gaze on you all the days of my life.In Jesus’ Name, Amen.",OPINIONATED,OPINIONATED
Let this serve as notice to Justice Roberts. Doing nothing is just as bad as doing something. You CANNOT NEGOTIATE OR APPEASE TERRORISTS.,OPINIONATED,OPINIONATED
#GameOver,NEUTRAL,NEUTRAL
MATT GAETZ IS A HERO!,OPINIONATED,OPINIONATED
"""Stupid is as stupid does.""",OPINIONATED,OPINIONATED
"Really Tim - President supported you and 1st Step and other ideas.Someone threaten you, are you a RINO?",NEUTRAL,NEUTRAL
I knew it!!! All of these idiots are Antifa scum!!! They simply set this up today so they could try to remove POTUS with the 25th Amendment!!!,OPINIONATED,NEUTRAL
Mr. Bean is a Patriot!,OPINIONATED,OPINIONATED
"Mitch is the WORST KIND OF TRAITOR BACK STABBER, SNAKE",OPINIONATED,OPINIONATED
Very true !,OPINIONATED,OPINIONATED
Sad,OPINIONATED,OPINIONATED
A hero!!!,OPINIONATED,OPINIONATED
Awesome! Let it be so,OPINIONATED,OPINIONATED
We can not stand for this shit!,OPINIONATED,OPINIONATED
ALL NEWS OULETS ARE PIECES OF SHIT.,OPINIONATED,OPINIONATED
Absolutely true that,OPINIONATED,OPINIONATED
Fake,OPINIONATED,OPINIONATED
True!,OPINIONATED,OPINIONATED
Love this- could watch it over and over!,OPINIONATED,OPINIONATED
SAVE AMERICA RALLY FROM ABOVE. BEAUTIFUL!!!,OPINIONATED,OPINIONATED
Facebook Will Ban And Delete All Photos And Videos Of Capitol Riots,OPINIONATED,NEUTRAL
So proud of all who stood for freedom today!!,OPINIONATED,OPINIONATED
"#Trump spoke along with Giuliani to a crowd of at least 1 million people - he stated that he would not concede an #election that was stolen. There are people who may be taking action to help our great nation defend itself on Jan 16th.<a href=""/profile/Transparency2020/posts"" class=""at"">@Transparency2020</a> #Transparency2020Watch the full episode👇",NEUTRAL,NEUTRAL
Love ❤️ Jim Jordan! My favorite,OPINIONATED,OPINIONATED
اللي يقرب منك خطوه قرب منه خطوتين واللي يبعد عنك خطوه ابعد عنه الف,NEUTRAL,NEUTRAL
"Since I can no longer echo my old posts, because I can no longer see my old posts...",NEUTRAL,OPINIONATED
"For Iran, 2020 Was Not A Good Year",OPINIONATED,OPINIONATED
Valid observation,OPINIONATED,OPINIONATED
Silver lining,OPINIONATED,OPINIONATED
I blame the republicans are they idiots Who is running the election the Democrats ???,OPINIONATED,OPINIONATED
Shame on you Vice President Pence. You are an embarrassment to the position and title.,OPINIONATED,OPINIONATED
DEFENSE SECRETARY WARNS PRESIDENT TRUMP OF A COUP!!!!TRUMPS RESPONSE......I WILL NEVER CONCEDE!!!!!!!I LOVE IT!!! WE LOVE IT!!!WE WILL FIGHT FOR OUR FREEDOM. PRAY FOR US PATRIOTS! WE LOVE YOU!!!GOD IS AT THE WHEEL!,OPINIONATED,OPINIONATED
Exactly !,OPINIONATED,OPINIONATED
"MY GOD, IT'S ALL REALLY HAPPENING RIGHT NOW!! THIS IS AMAZING. | SGT ReportTake 9 mins and watch this ASAP. This is HUGE!!!! EVIDENCE against Obama—- Big news !!!💥💥💥💥🙌",OPINIONATED,OPINIONATED
Ga. SOS Raffensperger gives bad info. to POTUS,OPINIONATED,OPINIONATED
Where's all the construction and why does the mayor slow this shit she should be arrested for conspiracy to commit harm on citizens,OPINIONATED,OPINIONATED
Heck yes! WIN,OPINIONATED,OPINIONATED
....sure are .,OPINIONATED,OPINIONATED
The Best!,OPINIONATED,OPINIONATED
Despicable and gross display of Power.... he needs to be arrested immediately!!!,OPINIONATED,OPINIONATED
